"Table 3.  Energy Prices by Sector and Source"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=3-AEO2022&region=1-3&cases=ref2022~highmacro~lowmacro~highprice~lowprice~highogs~lowogs~hirencst~lorencst~ng_iif_final&start=2020&end=2050&f=A&linechart=ref2022-d011222a.3-3-AEO2022.1-3~highmacro-d011622a.3-3-AEO2022.1-3~lowmacro-d011222a.3-3-AEO2022.1-3~highprice-d011222a.3-3-AEO2022.1-3~lowprice-d011222a.3-3-AEO2022.1-3~highogs-d011222a.3-3-AEO2022.1-3~lowogs-d011222a.3-3-AEO2022.1-3~hirencst-d011322a.3-3-AEO2022.1-3~lorencst-d011222a.3-3-AEO2022.1-3~ng_iif_final-d011322a.3-3-AEO2022.1-3~ref2022-d011222a.4-3-AEO2022.1-3~highmacro-d011622a.4-3-AEO2022.1-3~lowmacro-d011222a.4-3-AEO2022.1-3~highprice-d011222a.4-3-AEO2022.1-3~lowprice-d011222a.4-3-AEO2022.1-3~highogs-d011222a.4-3-AEO2022.1-3~lowogs-d011222a.4-3-AEO2022.1-3~hirencst-d011322a.4-3-AEO2022.1-3~lorencst-d011222a.4-3-AEO2022.1-3~ng_iif_final-d011322a.4-3-AEO2022.1-3~ref2022-d011222a.5-3-AEO2022.1-3~highmacro-d011622a.5-3-AEO2022.1-3~lowmacro-d011222a.5-3-AEO2022.1-3~highprice-d011222a.5-3-AEO2022.1-3~lowprice-d011222a.5-3-AEO2022.1-3~highogs-d011222a.5-3-AEO2022.1-3~lowogs-d011222a.5-3-AEO2022.1-3~hirencst-d011322a.5-3-AEO2022.1-3~lorencst-d011222a.5-3-AEO2022.1-3~ng_iif_final-d011322a.5-3-AEO2022.1-3~ref2022-d011222a.6-3-AEO2022.1-3~highmacro-d011622a.6-3-AEO2022.1-3~lowmacro-d011222a.6-3-AEO2022.1-3~highprice-d011222a.6-3-AEO2022.1-3~lowprice-d011222a.6-3-AEO2022.1-3~highogs-d011222a.6-3-AEO2022.1-3~lowogs-d011222a.6-3-AEO2022.1-3~hirencst-d011322a.6-3-AEO2022.1-3~lorencst-d011222a.6-3-AEO2022.1-3~ng_iif_final-d011322a.6-3-AEO2022.1-3&map=highmacro-d011622a.3-3-AEO2022.1-3&sourcekey=0"
"Tue Apr 26 2022 15:21:48 GMT-0500 (Central Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2021-2050)"
Low renewables cost,"Energy Prices: Nominal: Average Price to All Users: Distillate Fuel Oil": Low renewables cost,3-AEO2022.116.lorencst-d011222a,"nom $/MMBtu",,22.645468,22.507692,21.950953,23.182997,23.655838,24.105398,24.711809,25.548807,26.276241,26.868433,27.80644,28.511534,29.274239,29.955223,30.724554,31.650288,32.692902,33.546108,34.348148,35.471336,36.499554,37.373135,38.552799,39.894634,40.953426,42.189941,43.152271,44.037167,45.035728,45.87764,"2.5%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Average Price to All Users: Distillate Fuel Oil": No Interstate Pipeline Builds,3-AEO2022.116.ng_iif_final-d011322a,"nom $/MMBtu",,22.645479,22.502645,21.979395,23.195059,23.649021,24.113554,24.718685,25.536249,26.26754,26.842405,27.780371,28.527716,29.261095,29.954992,30.720179,31.620743,32.630192,33.534126,34.347321,35.421097,36.457523,37.267586,38.490269,39.77898,40.814083,42.056061,43.093376,43.916893,44.908215,45.803696,"2.5%"
Residual Fuel Oil,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil",3-AEO2022.117.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": AEO2022 Reference case,3-AEO2022.117.ref2022-d011222a,"nom $/MMBtu",,7.967906,7.624259,9.512614,10.82143,11.316352,11.878679,12.681552,13.238011,13.677515,14.18502,14.741215,15.248782,15.744502,16.113327,16.497662,16.770798,17.033741,17.767418,17.950161,19.146421,19.84329,20.514896,21.580326,22.475554,23.112226,23.944569,24.587816,25.114363,25.710335,26.216789,"4.2%"
High economic growth,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": High economic growth,3-AEO2022.117.highmacro-d011622a,"nom $/MMBtu",,7.949398,7.542266,9.230355,10.568027,11.096122,11.664886,12.542259,12.940631,13.361933,13.811306,14.193022,14.598325,15.014335,15.279674,15.782996,16.108137,16.376574,16.944582,17.028509,18.739721,19.417086,19.966724,20.94492,21.358625,21.799541,22.876814,22.958221,23.174253,23.651264,24.00568,"3.9%"
Low economic growth,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": Low economic growth,3-AEO2022.117.lowmacro-d011222a,"nom $/MMBtu",,7.980972,7.689942,9.436954,10.835036,11.512213,12.1495,13.155639,13.77485,14.384217,15.045665,15.683847,16.462324,17.143036,17.778837,18.486504,19.176554,19.690128,20.559549,21.145555,22.927191,23.958916,24.831556,26.151453,27.547716,28.55658,29.919706,30.94792,31.898823,33.115353,33.984047,"5.1%"
High oil price,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": High oil price,3-AEO2022.117.highprice-d011222a,"nom $/MMBtu",,7.967979,17.186953,19.308348,21.112829,22.317183,23.875856,25.468384,26.925045,28.227192,29.241537,30.27186,31.588757,32.654949,34.193459,36.451946,38.338604,40.394901,41.77108,43.994881,45.620358,47.042297,49.097706,51.135063,52.87466,55.032703,56.802971,59.003998,61.110462,63.217606,65.589752,"7.5%"
Low oil price,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": Low oil price,3-AEO2022.117.lowprice-d011222a,"nom $/MMBtu",,7.967883,5.218289,5.445802,6.078164,6.501458,6.819829,6.936395,7.357477,7.590457,7.895261,8.167654,8.426912,8.764456,8.937893,9.434602,9.700865,9.956999,10.113165,10.342402,10.522049,10.693094,10.879535,11.111722,11.514819,11.779459,12.107037,12.379853,12.701215,12.942127,13.464335,"1.8%"
High oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": High oil and gas supply,3-AEO2022.117.highogs-d011222a,"nom $/MMBtu",,7.968237,7.616955,9.143362,10.221989,10.640002,11.24572,12.036517,12.550816,13.020451,13.458661,13.935616,14.450401,14.888432,15.208176,15.622116,16.047403,16.455214,17.060156,17.459469,18.379021,19.102468,19.620249,20.305468,20.94857,21.49729,22.35224,22.598776,23.125299,23.875851,24.399183,"3.9%"
Low oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": Low oil and gas supply,3-AEO2022.117.lowogs-d011222a,"nom $/MMBtu",,7.967793,7.630729,9.825027,11.361238,11.909336,12.665929,13.547571,14.258013,15.461536,15.861109,16.403246,17.048887,17.666859,18.098553,18.377563,19.023394,19.247355,20.161789,20.34576,21.243006,21.906839,22.540855,23.459639,23.894484,24.59388,25.452873,26.071344,26.824286,27.611479,28.229719,"4.5%"
High renewables cost,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": High renewables cost,3-AEO2022.117.hirencst-d011322a,"nom $/MMBtu",,7.96824,7.621071,9.336956,10.685095,11.221314,11.779459,12.616222,13.111996,13.549932,14.03665,14.599447,15.164378,15.580646,15.931555,16.377975,16.691273,16.900358,17.588663,17.817675,18.926992,19.626879,20.216257,21.372641,22.193155,22.847656,23.653191,24.280283,24.780115,25.318453,25.905519,"4.1%"
Low renewables cost,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": Low renewables cost,3-AEO2022.117.lorencst-d011222a,"nom $/MMBtu",,7.967908,7.62032,9.475353,10.776193,11.304663,11.872852,12.680603,13.239423,13.665496,14.193722,14.737537,15.24109,15.742868,16.059122,16.497776,16.789202,17.06612,17.716934,17.926191,19.129253,19.873955,20.481623,21.595383,22.510519,23.155346,23.966702,24.588335,25.121563,25.728415,26.243189,"4.2%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Average Price to All Users: Residual Fuel Oil": No Interstate Pipeline Builds,3-AEO2022.117.ng_iif_final-d011322a,"nom $/MMBtu",,7.967826,7.624316,9.526373,10.815149,11.32532,11.884731,12.686144,13.239617,13.682362,14.190938,14.7509,15.260475,15.751705,16.045868,16.466982,16.766815,17.044241,17.765944,17.943506,19.119738,19.814215,20.474073,21.607048,22.495699,23.154192,23.961885,24.601137,25.127071,25.734823,26.264252,"4.2%"
Natural Gas,"Energy Prices: Nominal: Average Price to All Users: Natural Gas",3-AEO2022.118.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": AEO2022 Reference case,3-AEO2022.118.ref2022-d011222a,"nom $/MMBtu",,6.775362,6.769893,6.29941,6.044775,5.972775,6.078059,6.232372,6.531813,6.829017,7.095081,7.296531,7.456766,7.607083,7.69748,7.804847,7.934819,8.082486,8.255808,8.406119,8.594211,8.767814,8.923213,9.084559,9.181269,9.345138,9.50362,9.655516,9.848892,10.03687,10.234073,"1.4%"
High economic growth,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": High economic growth,3-AEO2022.118.highmacro-d011622a,"nom $/MMBtu",,6.762175,6.703582,6.221558,5.956176,5.868465,5.936138,6.107596,6.365559,6.62445,6.799041,6.926924,7.131821,7.259566,7.342723,7.386675,7.463674,7.534752,7.658973,7.768406,7.876336,7.976399,8.110465,8.242262,8.349942,8.468908,8.588856,8.708886,8.823556,8.993968,9.153179,"1.0%"
Low economic growth,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": Low economic growth,3-AEO2022.118.lowmacro-d011222a,"nom $/MMBtu",,6.78702,6.876781,6.426655,6.191001,6.134705,6.24868,6.470212,6.865132,7.28501,7.66349,7.999447,8.25439,8.54186,8.781459,8.927411,9.164665,9.433109,9.739597,10.06449,10.403581,10.809734,11.138117,11.341166,11.599189,11.843121,12.131755,12.467017,12.839553,13.231668,13.678353,"2.4%"
High oil price,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": High oil price,3-AEO2022.118.highprice-d011222a,"nom $/MMBtu",,6.776703,6.825991,6.11206,5.827659,5.817645,5.947345,6.181506,6.560234,6.999324,7.378085,7.734526,8.070955,8.335601,8.555898,8.820848,9.115011,9.427436,9.811095,10.206432,10.669802,11.103787,11.378373,11.646073,11.902215,12.177408,12.462989,12.724343,12.975414,13.308949,13.645487,"2.4%"
Low oil price,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": Low oil price,3-AEO2022.118.lowprice-d011222a,"nom $/MMBtu",,6.775178,6.714095,6.433934,6.517078,6.449246,6.438395,6.592517,6.819263,7.028361,7.232317,7.416718,7.59842,7.697236,7.825818,7.945392,8.007161,8.085667,8.154784,8.217659,8.298508,8.428738,8.554213,8.701776,8.885834,9.070704,9.187799,9.333982,9.516533,9.661393,9.851843,"1.3%"
High oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": High oil and gas supply,3-AEO2022.118.highogs-d011222a,"nom $/MMBtu",,6.783203,6.50542,5.877408,5.479586,5.355502,5.40148,5.478795,5.680297,5.892445,6.100676,6.254199,6.344616,6.455426,6.550675,6.632492,6.728766,6.844859,6.922524,7.028553,7.117894,7.21115,7.260422,7.32982,7.428483,7.551487,7.657676,7.734867,7.820549,7.935673,8.039651,"0.6%"
Low oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": Low oil and gas supply,3-AEO2022.118.lowogs-d011222a,"nom $/MMBtu",,6.772798,7.444078,7.213503,7.325435,7.449274,7.757392,8.063413,8.578877,9.194504,9.621915,10.104887,10.537555,10.92574,11.286519,11.56664,11.943532,12.254798,12.565755,12.942856,13.377214,13.692505,13.944084,14.192881,14.650355,15.100772,15.529966,16.036091,16.450996,17.041307,17.597393,"3.3%"
High renewables cost,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": High renewables cost,3-AEO2022.118.hirencst-d011322a,"nom $/MMBtu",,6.777487,6.779614,6.300925,6.0579,5.980333,6.099829,6.308146,6.620106,6.9421,7.192888,7.357375,7.587291,7.748107,7.821403,7.919856,8.025933,8.135413,8.268003,8.405958,8.546026,8.688498,8.908791,9.029063,9.184942,9.336225,9.489312,9.67628,9.846058,10.040978,10.199018,"1.4%"
Low renewables cost,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": Low renewables cost,3-AEO2022.118.lorencst-d011222a,"nom $/MMBtu",,6.774795,6.88624,6.36914,6.09271,6.020322,6.09985,6.245974,6.552616,6.844749,7.089142,7.229592,7.36533,7.516894,7.69696,7.812068,7.95858,8.101955,8.244462,8.412366,8.603946,8.847565,9.04596,9.196467,9.479586,9.661488,9.835008,9.961122,10.153307,10.327256,10.503279,"1.5%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Average Price to All Users: Natural Gas": No Interstate Pipeline Builds,3-AEO2022.118.ng_iif_final-d011322a,"nom $/MMBtu",,6.775794,6.865971,6.35806,6.078803,5.981883,6.093166,6.333542,6.647387,6.973403,7.288372,7.512721,7.780569,7.996054,8.203603,8.446943,8.654497,8.841,9.083424,9.377558,9.651595,9.911687,10.206669,10.447668,10.699984,11.021874,11.300953,11.576667,11.88199,12.174549,12.551256,"2.1%"
Metallurgical Coal,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal",3-AEO2022.119.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": AEO2022 Reference case,3-AEO2022.119.ref2022-d011222a,"nom $/MMBtu",,4.396764,4.086381,3.982787,3.906592,3.896575,3.928447,3.996475,4.093897,4.204378,4.327107,4.453557,4.587854,4.721647,4.862119,5.00681,5.156967,5.313127,5.471858,5.630414,5.804001,5.976089,6.151189,6.332929,6.522317,6.719637,6.926736,7.130147,7.332481,7.545092,7.771892,"2.0%"
High economic growth,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": High economic growth,3-AEO2022.119.highmacro-d011622a,"nom $/MMBtu",,4.389229,4.046619,3.934559,3.849841,3.826169,3.847703,3.908684,3.997908,4.09945,4.214953,4.326164,4.447539,4.562361,4.679656,4.797352,4.917792,5.048003,5.179959,5.307398,5.450634,5.597838,5.754533,5.918869,6.077849,6.235848,6.401245,6.572527,6.745194,6.923369,7.107745,"1.7%"
Low economic growth,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": Low economic growth,3-AEO2022.119.lowmacro-d011222a,"nom $/MMBtu",,4.405238,4.117712,4.040728,3.995401,4.018126,4.093773,4.2051,4.346815,4.507299,4.683382,4.867965,5.064632,5.256485,5.462596,5.682562,5.912276,6.156689,6.410054,6.665448,6.947309,7.225207,7.514455,7.824481,8.145599,8.475562,8.820349,9.170528,9.523899,9.89742,10.272367,"3.0%"
High oil price,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": High oil price,3-AEO2022.119.highprice-d011222a,"nom $/MMBtu",,4.39696,4.165919,4.122442,4.098748,4.132452,4.201284,4.316148,4.463269,4.630681,4.822538,5.029516,5.250623,5.479412,5.726205,5.983041,6.256989,6.538021,6.814406,7.104325,7.40761,7.708412,8.018387,8.323874,8.629128,8.944623,9.258035,9.568932,9.880884,10.197685,10.522663,"3.1%"
Low oil price,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": Low oil price,3-AEO2022.119.lowprice-d011222a,"nom $/MMBtu",,4.396918,4.005146,3.906264,3.816663,3.799756,3.826558,3.882565,3.967967,4.067482,4.175571,4.286102,4.404096,4.512862,4.628681,4.749259,4.871832,5.004038,5.133575,5.267684,5.414033,5.557294,5.709768,5.872163,6.042631,6.218744,6.394701,6.568267,6.75106,6.936792,7.137976,"1.7%"
High oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": High oil and gas supply,3-AEO2022.119.highogs-d011222a,"nom $/MMBtu",,4.396863,4.076256,3.970517,3.889265,3.878778,3.911272,3.983734,4.085364,4.203726,4.338091,4.478759,4.631285,4.781052,4.9368,5.09657,5.259803,5.432927,5.602281,5.770479,5.95541,6.12955,6.30525,6.488783,6.675407,6.862637,7.06183,7.250585,7.439089,7.624781,7.806474,"2.0%"
Low oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": Low oil and gas supply,3-AEO2022.119.lowogs-d011222a,"nom $/MMBtu",,4.396947,4.07676,3.960295,3.89383,3.907515,3.946289,4.011667,4.102701,4.20675,4.314839,4.419178,4.5319,4.641112,4.754405,4.870969,4.995498,5.130847,5.271376,5.414091,5.565543,5.718782,5.8801,6.051305,6.233593,6.427536,6.626238,6.836037,7.042365,7.261378,7.49536,"1.9%"
High renewables cost,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": High renewables cost,3-AEO2022.119.hirencst-d011322a,"nom $/MMBtu",,4.396887,4.076307,3.976545,3.904082,3.89539,3.928942,4.000361,4.097629,4.210874,4.334743,4.463388,4.600953,4.73643,4.878158,5.023354,5.173259,5.331823,5.495533,5.657874,5.833747,6.005571,6.181992,6.366535,6.558986,6.75729,6.962252,7.168988,7.375243,7.589846,7.81985,"2.0%"
Low renewables cost,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": Low renewables cost,3-AEO2022.119.lorencst-d011222a,"nom $/MMBtu",,4.396854,4.076112,3.978026,3.903847,3.89341,3.926537,3.995412,4.091168,4.199813,4.321803,4.448021,4.581667,4.713122,4.851995,4.996206,5.143534,5.301145,5.456786,5.613589,5.787558,5.956135,6.126332,6.30818,6.497301,6.690892,6.892171,7.090681,7.288134,7.49487,7.71509,"2.0%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Average Price to All Users: Metallurgical Coal": No Interstate Pipeline Builds,3-AEO2022.119.ng_iif_final-d011322a,"nom $/MMBtu",,4.396675,4.086421,3.982967,3.907816,3.897406,3.931317,3.999896,4.097509,4.20874,4.332179,4.460569,4.597973,4.733174,4.873842,5.019086,5.16842,5.326145,5.487689,5.645382,5.820267,5.991129,6.168809,6.356379,6.553726,6.754205,6.961851,7.167484,7.37245,7.587363,7.816499,"2.0%"
Other Coal,"Energy Prices: Nominal: Average Price to All Users: Other Coal",3-AEO2022.120.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Average Price to All Users: Other Coal": AEO2022 Reference case,3-AEO2022.120.ref2022-d011222a,"nom $/MMBtu",,2.064245,2.083844,2.094083,2.142027,2.180246,2.218257,2.269185,2.330498,2.380861,2.432971,2.483242,2.533437,2.601663,2.655768,2.708555,2.76588,2.818621,2.870091,2.931299,2.997072,3.062481,3.12343,3.190137,3.25967,3.335247,3.407856,3.478652,3.550584,3.627074,3.703554,"2.0%"
High economic growth,"Energy Prices: Nominal: Average Price to All Users: Other Coal": High economic growth,3-AEO2022.120.highmacro-d011622a,"nom $/MMBtu",,2.108417,2.034106,2.076145,2.105836,2.134164,2.169682,2.217858,2.274706,2.318044,2.36111,2.403728,2.443077,2.491349,2.551469,2.586504,2.631655,2.672655,2.714928,2.757774,2.793637,2.842515,2.895675,2.950753,3.005378,3.053982,3.113354,3.171827,3.228839,3.286442,3.341317,"1.6%"
Low economic growth,"Energy Prices: Nominal: Average Price to All Users: Other Coal": Low economic growth,3-AEO2022.120.lowmacro-d011222a,"nom $/MMBtu",,2.115318,2.071989,2.124904,2.184021,2.242238,2.302845,2.387456,2.473908,2.551497,2.630559,2.711632,2.789623,2.893648,2.987782,3.078059,3.180838,3.283775,3.379306,3.484856,3.599061,3.718183,3.834763,3.962127,4.095083,4.227401,4.360948,4.493709,4.628984,4.770353,4.913226,"2.9%"
High oil price,"Energy Prices: Nominal: Average Price to All Users: Other Coal": High oil price,3-AEO2022.120.highprice-d011222a,"nom $/MMBtu",,2.112685,2.106691,2.160456,2.201663,2.265814,2.325073,2.414328,2.511105,2.589555,2.666605,2.753063,2.844225,2.96537,3.065578,3.176602,3.288942,3.403685,3.512959,3.636473,3.760712,3.887715,4.01201,4.137093,4.257618,4.377266,4.494558,4.607952,4.719101,4.829416,4.940394,"3.0%"
Low oil price,"Energy Prices: Nominal: Average Price to All Users: Other Coal": Low oil price,3-AEO2022.120.lowprice-d011222a,"nom $/MMBtu",,2.113041,2.004203,2.050324,2.160453,2.132448,2.173311,2.22628,2.290931,2.34924,2.397697,2.441787,2.485171,2.523134,2.578632,2.621161,2.66755,2.709591,2.750881,2.799297,2.847441,2.895593,2.950064,3.014898,3.076252,3.136939,3.195668,3.25761,3.321976,3.387592,3.45529,"1.7%"
High oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Other Coal": High oil and gas supply,3-AEO2022.120.highogs-d011222a,"nom $/MMBtu",,2.11189,2.018747,2.069102,2.135751,2.162307,2.200781,2.261644,2.320611,2.368222,2.418572,2.481914,2.555105,2.61831,2.690403,2.749682,2.798709,2.861448,2.919198,2.981355,3.051887,3.117031,3.17627,3.237829,3.299668,3.360656,3.42949,3.486193,3.549706,3.607461,3.661347,"1.9%"
Low oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Other Coal": Low oil and gas supply,3-AEO2022.120.lowogs-d011222a,"nom $/MMBtu",,2.111946,2.049672,2.137255,2.283317,2.208459,2.257499,2.311494,2.373647,2.426336,2.480749,2.524746,2.562403,2.603872,2.645501,2.695721,2.739273,2.789593,2.846869,2.905178,2.965316,3.02864,3.091269,3.157943,3.22677,3.302316,3.371166,3.446787,3.524259,3.604026,3.688616,"1.9%"
High renewables cost,"Energy Prices: Nominal: Average Price to All Users: Other Coal": High renewables cost,3-AEO2022.120.hirencst-d011322a,"nom $/MMBtu",,2.11123,2.050419,2.090483,2.143445,2.181693,2.224889,2.276804,2.339253,2.391795,2.447219,2.501295,2.551685,2.609201,2.680505,2.733406,2.788108,2.846477,2.896803,2.959032,3.024657,3.090739,3.153716,3.221746,3.297635,3.375605,3.447358,3.52121,3.595574,3.670773,3.750866,"2.0%"
Low renewables cost,"Energy Prices: Nominal: Average Price to All Users: Other Coal": Low renewables cost,3-AEO2022.120.lorencst-d011222a,"nom $/MMBtu",,2.113679,2.049707,2.092605,2.135483,2.175714,2.214728,2.266817,2.334472,2.385451,2.433069,2.481597,2.528255,2.595534,2.6476,2.695966,2.746319,2.791076,2.844939,2.902648,2.963509,3.023028,3.093369,3.153948,3.219831,3.285155,3.352625,3.423836,3.4866,3.555912,3.625667,"1.9%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Average Price to All Users: Other Coal": No Interstate Pipeline Builds,3-AEO2022.120.ng_iif_final-d011322a,"nom $/MMBtu",,2.041287,2.084638,2.094604,2.144416,2.184975,2.220481,2.275324,2.338171,2.389601,2.440489,2.493943,2.544992,2.599964,2.665529,2.714356,2.77173,2.831999,2.884099,2.94382,3.012192,3.074419,3.143467,3.214811,3.290437,3.370055,3.451653,3.528363,3.615199,3.683985,3.777081,"2.1%"
Coal to Liquids,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids",3-AEO2022.121.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids": AEO2022 Reference case,3-AEO2022.121.ref2022-d011222a,"nom $/MMBtu",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
High economic growth,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids": High economic growth,3-AEO2022.121.highmacro-d011622a,"nom $/MMBtu",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Low economic growth,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids": Low economic growth,3-AEO2022.121.lowmacro-d011222a,"nom $/MMBtu",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
High oil price,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids": High oil price,3-AEO2022.121.highprice-d011222a,"nom $/MMBtu",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Low oil price,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids": Low oil price,3-AEO2022.121.lowprice-d011222a,"nom $/MMBtu",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
High oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids": High oil and gas supply,3-AEO2022.121.highogs-d011222a,"nom $/MMBtu",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Low oil and gas supply,"Energy Prices: Nominal: Average Price to All Users: Coal to Liquids": Low oil and gas supply,3-AEO2022.121.lowogs-d011222a,"nom $/MMBtu",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
